company|title|location|link
bol|senior data analyst – advertising|utrecht, utrecht, netherlands|https://www.linkedin.com/jobs/view/4389707995
scalejet  ecommerce hr agency|inventory planning & operations analyst (data analyst)|warsaw, mazowieckie, poland|https://www.linkedin.com/jobs/view/4401146011
itrex group|data analyst (f/m/d)|warsaw, mazowieckie, poland|https://www.linkedin.com/jobs/view/4387430106
skelar|data analyst - leaply|warsaw, mazowieckie, poland|https://www.linkedin.com/jobs/view/4354557190
xebia|data business analyst – kraków|cracow, małopolskie, poland|https://www.linkedin.com/jobs/view/4389462652
tabby  تابي|senior data analyst, wfm|warsaw, mazowieckie, poland|https://www.linkedin.com/jobs/view/4368390042
motorola solutions|senior procurement data analyst|cracow, małopolskie, poland|https://www.linkedin.com/jobs/view/4393546468
itrex group|data analyst (f/m/d)|portugal|https://www.linkedin.com/jobs/view/4387423335
tabby  تابي|senior data analyst, wfm|lisboa, lisbon, portugal|https://www.linkedin.com/jobs/view/4368385052
scalejet  ecommerce hr agency|inventory planning & operations analyst (data analyst)|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4401125963
itrex group|data analyst (f/m/d)|romania|https://www.linkedin.com/jobs/view/4387411852
ppc romania|senior data analyst|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4377785796
tatari|data science bi, intern|los angeles, canada|https://www.linkedin.com/jobs/view/4378279430
mattel, inc.|data analyst, liveops digital gaming|el segundo, canada|https://www.linkedin.com/jobs/view/4392043825
los angeles football club (lafc)|analyst, business and data strategy|los angeles, canada|https://www.linkedin.com/jobs/view/4396061495
scalejet  ecommerce hr agency|inventory planning & operations analyst (data analyst)|serbia, belgrade, worldwide|https://www.linkedin.com/jobs/view/4400752418
itrex group|data analyst (f/m/d)|serbia, worldwide|https://www.linkedin.com/jobs/view/4387428240
tabby  تابي|senior data analyst, wfm|serbia, belgrade, worldwide|https://www.linkedin.com/jobs/view/4370972167
amazon|business analyst intern 2026 mad/bcn|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4398922966
amazon|business analyst intern 2026 mad/bcn|barcelona, catalonia, spain|https://www.linkedin.com/jobs/view/4398927932
acca careers|business analyst intern 2026 mad/bcn|barcelona, catalonia, spain|https://www.linkedin.com/jobs/view/4400523284
second window|junior data analyst (quicksight) - hibrido madrid|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4351200212
itrex group|data analyst (f/m/d)|spain|https://www.linkedin.com/jobs/view/4387412821
profile software services|data analyst|barcelona, catalonia, spain|https://www.linkedin.com/jobs/view/4402985148
sener|data analyst|tres cantos, community of madrid, spain|https://www.linkedin.com/jobs/view/4380575300
kyndryl|junior data analyst|granada, andalusia, spain|https://www.linkedin.com/jobs/view/4397232644
inetum|data analyst|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4150470742
sener|data analyst|getxo, basque country, spain|https://www.linkedin.com/jobs/view/4380566237
alignerr|e-commerce data analyst|türkiye, worldwide|https://www.linkedin.com/jobs/view/4402901635
scalejet  ecommerce hr agency|inventory planning & operations analyst (data analyst)|kyiv, ukraine|https://www.linkedin.com/jobs/view/4400766246
makeberry affiliates|middle data quality analyst|kyiv, ukraine|https://www.linkedin.com/jobs/view/4395998069
upstars|middle data quality analyst|kyiv, ukraine|https://www.linkedin.com/jobs/view/4381606486
talenthawk|data analyst|milton keynes, england, united kingdom|https://www.linkedin.com/jobs/view/4380449178
aquent|data analyst - french (209031)|london area, united kingdom|https://www.linkedin.com/jobs/view/4392849554
deloitte|aws lead data analyst / business analyst|london area, united kingdom|https://www.linkedin.com/jobs/view/4401871616
deloitte|aws lead data analyst / business analyst|london, england, united kingdom|https://www.linkedin.com/jobs/view/4402109619
publicis groupe|senior analyst, marketing & data science|london area, united kingdom|https://www.linkedin.com/jobs/view/4393592452
opella|amazon marketing cloud (amc) & dsp data analyst - barcelona|barcelona, catalonia, spain|https://www.linkedin.com/jobs/view/4397303438
rover.com|senior data analyst - product|greater barcelona metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4398293078
rover.com|lead data analyst - product analytics|greater barcelona metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4378596453
cabify|senior data scientist, marketing analyst|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4383146654
inetum|senior data analyst|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4205300376
ruby labs|senior data analyst|croatia, worldwide|https://www.linkedin.com/jobs/view/4361303327
ruby labs|data analyst|cyprus, worldwide|https://www.linkedin.com/jobs/view/4398533480
ruby labs|billing data analyst|cyprus, worldwide|https://www.linkedin.com/jobs/view/4375433862
ruby labs|senior data analyst|cyprus, worldwide|https://www.linkedin.com/jobs/view/4361542694
ruby labs|senior data analyst|cyprus, worldwide|https://www.linkedin.com/jobs/view/4369088858
ruby labs|senior data analyst|cyprus, worldwide|https://www.linkedin.com/jobs/view/4361382600
deel|people analytics analyst - data integrity|estonia, worldwide|https://www.linkedin.com/jobs/view/4393805529
alignerr|map & location data analyst|france|https://www.linkedin.com/jobs/view/4402679989
groupe bpce|alternant – data analyst junior f/h – charenton le pont|charenton-le-pont, île-de-france, france|https://www.linkedin.com/jobs/view/4375556408
deel|people analytics analyst - data integrity|france|https://www.linkedin.com/jobs/view/4395462974
pennylane|senior data analyst - acquisition|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4384162702
optimized payments|senior payments data optimization analyst|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4372172207
cloover|intern - business development (on-site)|berlin, berlin, germany|https://www.linkedin.com/jobs/view/4361881171
helmutbeck.com|sales & business development trainee (b2b finanzmentoring) - vollzeit - vor ort - vollzeit/ teilzeit (m/w/d)|frankfurt, hesse, germany|https://www.linkedin.com/jobs/view/4389699876
air apps|data analyst|berlin metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4400439581
deel|people analytics analyst - data integrity|germany|https://www.linkedin.com/jobs/view/4395461987
burger king deutschland gmbh|data engineer / business intelligence analyst (m/w/d)|hannover, lower saxony, germany|https://www.linkedin.com/jobs/view/4390254712
ruby labs|data analyst|hungary|https://www.linkedin.com/jobs/view/4398542070
ruby labs|billing data analyst|hungary|https://www.linkedin.com/jobs/view/4375444583
ruby labs|senior data analyst|hungary|https://www.linkedin.com/jobs/view/4366373005
ruby labs|senior data analyst|hungary|https://www.linkedin.com/jobs/view/4372719501
deel|people analytics analyst - data integrity|ireland|https://www.linkedin.com/jobs/view/4395463987
alignerr|map & location data analyst|italy|https://www.linkedin.com/jobs/view/4402680906
deel|people analytics analyst - data integrity|italy|https://www.linkedin.com/jobs/view/4393490928
ruby labs|data analyst|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4398525754
ruby labs|billing data analyst|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4375432922
ruby labs|senior data analyst|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4361591683
ruby labs|senior data analyst|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4372723357
ruby labs|senior data analyst|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4361293840
ruby labs|data analyst|latvia, worldwide|https://www.linkedin.com/jobs/view/4398542069
ruby labs|billing data analyst|latvia, worldwide|https://www.linkedin.com/jobs/view/4375445531
ruby labs|senior data analyst|latvia, worldwide|https://www.linkedin.com/jobs/view/4361332967
ruby labs|billing data analyst|lithuania, worldwide|https://www.linkedin.com/jobs/view/4375433863
ruby labs|senior data analyst|lithuania, worldwide|https://www.linkedin.com/jobs/view/4361572588
ruby labs|data analyst|moldova, worldwide|https://www.linkedin.com/jobs/view/4398530644
ruby labs|billing data analyst|moldova, worldwide|https://www.linkedin.com/jobs/view/4375441744
ruby labs|data analyst|montenegro, rio grande do sul, brazil|https://www.linkedin.com/jobs/view/4398527690
ruby labs|billing data analyst|montenegro, rio grande do sul, brazil|https://www.linkedin.com/jobs/view/4375439770
ruby labs|senior data analyst|montenegro, rio grande do sul, brazil|https://www.linkedin.com/jobs/view/4366355840
ruby labs|senior data analyst|montenegro, rio grande do sul, brazil|https://www.linkedin.com/jobs/view/4369203622
getnoticed|data analyst|amsterdam area, worldwide|https://www.linkedin.com/jobs/view/4400507100
ruby labs|senior data analyst|north macedonia, worldwide|https://www.linkedin.com/jobs/view/4366370066
deel|people analytics analyst - data integrity|poland|https://www.linkedin.com/jobs/view/4393806373
ruby labs|senior data analyst|poland|https://www.linkedin.com/jobs/view/4361303329
ruby labs|senior data analyst|poland|https://www.linkedin.com/jobs/view/4361591682
constructor|data analyst: multiple teams (remote)|portugal|https://www.linkedin.com/jobs/view/4390607395
air apps|data analyst|lisbon, lisbon, portugal|https://www.linkedin.com/jobs/view/4318507464
deel|people analytics analyst - data integrity|portugal|https://www.linkedin.com/jobs/view/4393813078
ruby labs|billing data analyst|romania|https://www.linkedin.com/jobs/view/4375446538
ruby labs|senior data analyst|romania|https://www.linkedin.com/jobs/view/4344853791
ruby labs|senior data analyst|romania|https://www.linkedin.com/jobs/view/4361312977
ruby labs|senior data analyst|romania|https://www.linkedin.com/jobs/view/4372727286
facer|lead data analyst|los angeles, canada|https://www.linkedin.com/jobs/view/4324371424
ruby labs|data analyst|serbia, worldwide|https://www.linkedin.com/jobs/view/4398543046
ruby labs|billing data analyst|serbia, worldwide|https://www.linkedin.com/jobs/view/4375445532
ruby labs|senior data analyst|serbia, worldwide|https://www.linkedin.com/jobs/view/4369094749
ruby labs|data analyst|slovakia, worldwide|https://www.linkedin.com/jobs/view/4398542068
ruby labs|billing data analyst|slovakia, worldwide|https://www.linkedin.com/jobs/view/4375446541
ruby labs|senior data analyst|slovakia, worldwide|https://www.linkedin.com/jobs/view/4361572544
ruby labs|senior data analyst|slovakia, worldwide|https://www.linkedin.com/jobs/view/4369094750
ruby labs|data analyst|slovenia, worldwide|https://www.linkedin.com/jobs/view/4398525755
ruby labs|billing data analyst|slovenia, worldwide|https://www.linkedin.com/jobs/view/4375440789
alignerr|map & location data analyst|spain|https://www.linkedin.com/jobs/view/4402691741
constructor|data analyst: multiple teams (remote)|spain|https://www.linkedin.com/jobs/view/4390610359
constructor|data analyst: offsite search optimisation (remote)|spain|https://www.linkedin.com/jobs/view/4380540263
deel|people analytics analyst - data integrity|spain|https://www.linkedin.com/jobs/view/4393800650
airalo|principal data analyst, marketing analytics|spain|https://www.linkedin.com/jobs/view/4400725754
wallapop|senior data analyst|barcelona, catalonia, spain|https://www.linkedin.com/jobs/view/4398483800
wise it|data analyst till mecenat|gothenburg, västra götaland county, sweden|https://www.linkedin.com/jobs/view/4380292000
alignerr|map & location data analyst|türkiye, worldwide|https://www.linkedin.com/jobs/view/4402699690
ruby labs|senior data analyst|türkiye, worldwide|https://www.linkedin.com/jobs/view/4361278141
ruby labs|senior data analyst|türkiye, worldwide|https://www.linkedin.com/jobs/view/4361392649
appflame|appflame - middle data analyst|kyiv, kyiv city, ukraine|https://www.linkedin.com/jobs/view/4371247042
appflame|appflame - junior data analyst|kyiv, kyiv city, ukraine|https://www.linkedin.com/jobs/view/4381919396
appflame|appflame - data analyst|kyiv, kyiv city, ukraine|https://www.linkedin.com/jobs/view/4343626265
ruby labs|billing data analyst|ukraine|https://www.linkedin.com/jobs/view/4375436793
ruby labs|senior data analyst|ukraine|https://www.linkedin.com/jobs/view/4369084928
air apps|data analyst|london, england, united kingdom|https://www.linkedin.com/jobs/view/4403113426
wildbrain|data analyst (maternity cover)|london, england, united kingdom|https://www.linkedin.com/jobs/view/4401308467
runna|senior data analyst i|london, england, united kingdom|https://www.linkedin.com/jobs/view/4397716599
runna|senior data analyst ii|london, england, united kingdom|https://www.linkedin.com/jobs/view/4397716600
airalo|principal data analyst, marketing analytics|united kingdom|https://www.linkedin.com/jobs/view/4400740545
perkins coie|intern (vacation scheme)|london, england, united kingdom|https://www.linkedin.com/jobs/view/4392936076
bulls media worldgroup|data analyst|tirana, tirana, worldwide|https://www.linkedin.com/jobs/view/4373696226
bulls media worldgroup|bi developer/data analyst|tirana, tirana, worldwide|https://www.linkedin.com/jobs/view/4360942721
bairesdev|sales operations data analyst - remote work  ref#247782|pereira, risaralda, colombia|https://www.linkedin.com/jobs/view/4258062386
i5invest|business development - trainee (all genders)|vienna, vienna, austria|https://www.linkedin.com/jobs/view/4288574559
air liquide|vie - operations data analyst - (f/m/d)|schwechat, lower austria, austria|https://www.linkedin.com/jobs/view/4377407399
air liquide|vie-digital & sales data analyst(m/f/d)|schwechat, lower austria, austria|https://www.linkedin.com/jobs/view/4389212088
crossing hurdles|data quality analyst (german) $11/hr remote|austria|https://www.linkedin.com/jobs/view/4394272339
wikifolio financial technologies ag|bi analyst/data scientist (m/w/d) vienna, austria|vienna, vienna, austria|https://www.linkedin.com/jobs/view/4387748948
odixcity consulting|data analyst|azerbaijan, worldwide|https://www.linkedin.com/jobs/view/4379060561
octave|business data & insights analyst|ghent, flemish region, belgium|https://www.linkedin.com/jobs/view/4393456474
crossing hurdles|data quality analyst (french)  $11/hr remote|belgium|https://www.linkedin.com/jobs/view/4394277289
orange|data analyst|liège, walloon region, belgium|https://www.linkedin.com/jobs/view/4392404631
carrefour belgium|data analyst|zaventem, flemish region, belgium|https://www.linkedin.com/jobs/view/4379666917
veepee|sourcing data analyst / data referent (w/m/x) - permanent|vorst, brussels region, belgium|https://www.linkedin.com/jobs/view/4343012536
crossing hurdles|data quality analyst (dutch) $11/hr remote|belgium|https://www.linkedin.com/jobs/view/4397798408
air liquide|vie - digital and business data analyst (f/m/d)|aalter, flemish region, belgium|https://www.linkedin.com/jobs/view/4381601696
logical conseils|product owner data / business analyst data - zaventem - h/f|zaventem, flemish region, belgium|https://www.linkedin.com/jobs/view/4399279551
banqup group|data analyst - business intelligence|la hulpe, walloon region, belgium|https://www.linkedin.com/jobs/view/4391720123
experian|data analyst - platform strategy|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4391115742
devrix|data analyst|sofia, sofia city, worldwide|https://www.linkedin.com/jobs/view/4316094094
nexters ($gdev)|data analyst|limassol municipality, limassol, worldwide|https://www.linkedin.com/jobs/view/4400412925
parimatch|middle data analyst|limassol, limassol, worldwide|https://www.linkedin.com/jobs/view/4369801050
risk|data analyst|limassol, limassol, worldwide|https://www.linkedin.com/jobs/view/4369595258
p2p.org|senior data analyst (blockchain)|cyprus, worldwide|https://www.linkedin.com/jobs/view/4369662813
wpp media|bliv business intelligence intern hos wpp media|copenhagen, capital region of denmark, denmark|https://www.linkedin.com/jobs/view/4363086191
jysk|ux & insights intern (web analyst)|aarhus, central denmark region, denmark|https://www.linkedin.com/jobs/view/4392659659
crossing hurdles|data analyst (danish)  $15/hr remote|denmark|https://www.linkedin.com/jobs/view/4394281263
inbank|product data analyst|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4380280332
inbank|product data analyst|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4390312676
bolt|data analyst, marketing|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4358057843
voodoo|senior game data analyst - paper.io 2|tallinn, harjumaa, worldwide|https://www.linkedin.com/jobs/view/4399440543
neste|data analyst, sales & marketing|espoo, uusimaa, finland|https://www.linkedin.com/jobs/view/4399177141
voodoo|growth business analyst - internship|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4400599758
forvis mazars en france|stagiaire en développement commercial - h/f|levallois-perret, île-de-france, france|https://www.linkedin.com/jobs/view/4325728286
hellofresh|growth strategy data analyst - intern (m/f/n)|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4384325686
le monde|stage - data analyst|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4390927643
bouygues telecom|alternance data analyst f/h|meudon, île-de-france, france|https://www.linkedin.com/jobs/view/4401725844
rimowa|alternance - crm data analyst - f/h - septembre 2026|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4387887691
actinvision|consultant·e expert·e tableau - data analyst (f/h)|greater paris metropolitan region, worldwide|https://www.linkedin.com/jobs/view/4380448936
eic - experience internship canada|stage data analyst marketing (h/f) - canada|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4399167322
eic - experience internship canada|stage data analyst marketing (h/f) - canada|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4399182231
sephora|alternance - assistant data analyst (f/h/x)|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4397334391
airbus helicopters|alt 2026 - apprenti(e) pricing data analyst (h/f)|marseille, provence-alpes-côte d'azur, france|https://www.linkedin.com/jobs/view/4395548497
sfr|data analyst - stage (f/h)|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4399030471
proxiad|data analyst it|aix-en-provence, provence-alpes-côte d'azur, france|https://www.linkedin.com/jobs/view/4401095647
engel & völkers france|data analyst - alternance (h/f)|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4398807747
pretto|sales ops & data analyst h/f – cdi|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4382518207
carrefour|stagiaire data analyst (f/h)|massy, île-de-france, france|https://www.linkedin.com/jobs/view/4391900370
airbus helicopters|batch 20 - data analyst - project manager (m/f)|marseille, provence-alpes-côte d'azur, france|https://www.linkedin.com/jobs/view/4398632820
m6 unlimited|alternance  data analyst - m6 unlimited h/f|neuilly-sur-seine, île-de-france, france|https://www.linkedin.com/jobs/view/4369919791
wink|stage data analyst marketing (h/f) - canada|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4391923232
wink|stage data analyst marketing (h/f) - canada|paris, île-de-france, france|https://www.linkedin.com/jobs/view/4391926210
further|graduate leadership program  data analyst|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4403114909
hughston|associate healthcare data analyst full time|ga, columbus, worldwide|https://www.linkedin.com/jobs/view/4399776131
ova.work|junior data analyst|ga, alpharetta, worldwide|https://www.linkedin.com/jobs/view/4309337835
equifax|data analyst - ai product development|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4394226729
cnn|staff data analyst, audience analytics & insights - cnn digital products & services|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4371653730
spartan technologies|marketing data analyst|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4250720783
visionaire partners|data analyst|ga, atlanta, worldwide|https://www.linkedin.com/jobs/view/4399905535
yamaha motor corporation, usa|digital data analyst (onsite)|ga, kennesaw, worldwide|https://www.linkedin.com/jobs/view/4395701842
map international|data analyst engineer|ga, brunswick, worldwide|https://www.linkedin.com/jobs/view/4397209134
jobs via dice|data analyst|ga, alpharetta, worldwide|https://www.linkedin.com/jobs/view/4402332100
geotab|business analyst intern emea|aachen, north rhine-westphalia, germany|https://www.linkedin.com/jobs/view/4390987429
picnic technologies|business analyst - summer intern (m/w/d)|düsseldorf, north rhine-westphalia, germany|https://www.linkedin.com/jobs/view/4386831932
pivio|business development intern (m/w/d) – ai & pet health|düsseldorf, north rhine-westphalia, germany|https://www.linkedin.com/jobs/view/4401799284
wittenstein group|marketing & sales data analyst (w/m/d)|augsburg, bavaria, germany|https://www.linkedin.com/jobs/view/4321301643
wittenstein group|marketing & sales data analyst (w/m/d)|greater munich metropolitan area, worldwide|https://www.linkedin.com/jobs/view/4363422990
wittenstein group|marketing & sales data analyst (w/m/d)|igersheim, baden-württemberg, germany|https://www.linkedin.com/jobs/view/4363403085
s&n invent gmbh|data analyst (w/m/d)|eschborn, hesse, germany|https://www.linkedin.com/jobs/view/4401785229
zweidigital|werkstudent data analyst (m/w/d)|frankfurt, hesse, germany|https://www.linkedin.com/jobs/view/4399008485
getyourguide|staff data analyst, marketing analytics|berlin, berlin, germany|https://www.linkedin.com/jobs/view/4383364447
s&n group ag|data analyst (w/m/d) – eschborn|eschborn, hesse, germany|https://www.linkedin.com/jobs/view/4391577635
walbusch-gruppe|e-commerce data & insights analyst (m/w/d)|solingen, north rhine-westphalia, germany|https://www.linkedin.com/jobs/view/4315993628
about you|data analyst - shop analytics (all genders)|greater hamburg area, worldwide|https://www.linkedin.com/jobs/view/4401414325
crossing hurdles|data analyst (vietnamese)  $11/hr remote|germany|https://www.linkedin.com/jobs/view/4376979894
kind gmbh & co. kg|data analyst (w/m/d)|burgwedel, lower saxony, germany|https://www.linkedin.com/jobs/view/4351421295
sumup|data analyst - finance|berlin, berlin, germany|https://www.linkedin.com/jobs/view/4396435509
general dynamics information technology|data analyst|wiesbaden, hesse, germany|https://www.linkedin.com/jobs/view/4368840382
crossing hurdles|data quality analyst (german) |germany|https://www.linkedin.com/jobs/view/4394261415
rödl|data analyst online marketing (m/w/d)|nuremberg, bavaria, germany|https://www.linkedin.com/jobs/view/4390985106
spotawheel|junior business analyst|néa ionía, attiki, greece|https://www.linkedin.com/jobs/view/4401726574
flexcar|data analyst|athens, attiki, greece|https://www.linkedin.com/jobs/view/4401795212
etraveli group|data analyst ( customer services )|athens, attiki, greece|https://www.linkedin.com/jobs/view/4377883354
etraveli group|data analyst (finance)|athens, attiki, greece|https://www.linkedin.com/jobs/view/4371892864
upcominds|data analyst|thessaloniki, central macedonia, greece|https://www.linkedin.com/jobs/view/4394600679
publicis groupe greece|research & data analyst|athens, attiki, greece|https://www.linkedin.com/jobs/view/4393861497
bairesdev|senior data analyst - remote work  ref#285405|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4305172171
bairesdev|semi senior data analyst - remote work  ref#285401|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4305175153
citi|investor services – product developer and business data analyst (vice president)|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4402324078
gartner|sr. director, analyst – data & analytics and ai transformation in procurement (remote - emea)|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4397502665
crossing hurdles|data quality analyst (english)  $11/hr remote|ireland|https://www.linkedin.com/jobs/view/4394239793
sdg group italy|junior business analyst|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4399970956
medicilio|junior operations & business analyst|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4373499040
sdg group italy|junior business analyst|verona, veneto, italy|https://www.linkedin.com/jobs/view/4399002816
liu jo|crm & ecommerce data analyst|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4399749109
immobiliare.it mutui|data & operations analyst|rome, latium, italy|https://www.linkedin.com/jobs/view/4398818366
würth italia|data analyst|egna, trentino-alto adige, italy|https://www.linkedin.com/jobs/view/4364759008
sdg group italy|junior data analyst|florence, tuscany, italy|https://www.linkedin.com/jobs/view/4399521168
gartner|sr. director, analyst – data & analytics and ai transformation in procurement (remote - emea)|rome, latium, italy|https://www.linkedin.com/jobs/view/4397507317
subito|senior data analyst|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4399719656
agoda|data analyst (marketing analytics, bangkok based, relocation provided)|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4299768433
publicis sapient|digital marketing & data analyst - associate|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4396320070
agoda|associate data analyst (new graduate, thai speaking) (marketing analytics, bangkok based)|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4299770488
unox s.p.a.|digital marketing data analyst|cadoneghe, veneto, italy|https://www.linkedin.com/jobs/view/4326482425
agoda|senior data analyst (marketing analytics, bangkok based, relocation provided)|milan, lombardy, italy|https://www.linkedin.com/jobs/view/4299775195
odixcity consulting|data analyst|kazakhstan, worldwide|https://www.linkedin.com/jobs/view/4379067350
freedom lifestyle group|commercial data analyst|almaty, almaty, worldwide|https://www.linkedin.com/jobs/view/4382028724
arbuz.kz|commercial data analyst|almaty, almaty, worldwide|https://www.linkedin.com/jobs/view/4400160600
crossing hurdles|data quality analyst (german)  $11/hr remote|liechtenstein, worldwide|https://www.linkedin.com/jobs/view/4394259418
nord security|product analyst  mid - senior  data collection team|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4342908195
nord security|product analyst  mid - senior  data collection team|kaunas, kaunas, worldwide|https://www.linkedin.com/jobs/view/4342828312
orbio world|data analyst|kaunas, kaunas, worldwide|https://www.linkedin.com/jobs/view/4382414187
nord security|data analyst  mid-senior  saily|vilnius, vilniaus, worldwide|https://www.linkedin.com/jobs/view/4402252868
nord security|data analyst  mid-senior  saily|kaunas, kaunas, worldwide|https://www.linkedin.com/jobs/view/4402262401
orbio world|senior data analyst|kaunas, kaunas, worldwide|https://www.linkedin.com/jobs/view/4382405567
athomegroup|data & ai analyst|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4398127578
