company|title|location|link
silicon labs|software engineer in test (python)|budapest, hungary|https://www.linkedin.com/jobs/view/4458003547
scale ai|software engineer (backend), enterprise|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4405454993
genesys|staff software development engineer in test (sdet)|hungary|https://www.linkedin.com/jobs/view/4445726613
amazon|software development engineer – 2026|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455931117
amazon web services (aws)|software development engineer, aws dms|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455900162
amazon|sr. software development engineer, amazon optics|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455903505
amazon web services (aws)|principal software engineer, aws lambda|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455797435
amazon web services (aws)|senior software development engineer, aurora mysql,aurora postgresql|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455914569
amazon web services (aws)|software development engineer, firecracker|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4459630286
amazon web services (aws)|software development engineer ii — aws dms schema conversion team, dms schema conversion|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455902392
amazon web services (aws)|software development engineer, aws database migration service|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455799237
amazon|software development engineer, amazon optics|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455919301
amazon|software development engineer|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455914665
amazon web services (aws)|software development engineer (open-source)|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455794145
amazon|systems development engineer , enterprise collaboration platforms|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455915392
amazon web services (aws)|software development engineer, lambda - experience|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455908115
amazon|software development engineer ii, transactional data storage|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455917523
amazon|systems development engineer|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455982822
amazon web services (aws)|software development engineer, rds sql server|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4463678014
amazon|systems development engineer|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455994024
amazon|systems development engineer, amazon foundational security services|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4455912060
amazon web services (aws)|software development engineer, trafficshift|dublin, county dublin, ireland|https://www.linkedin.com/jobs/view/4457044145
amazon|software development engineer , amazon university talent aquisition (auta)|asti, piedmont, italy|https://www.linkedin.com/jobs/view/4455799073
aerovect|senior software engineer, simulation|italy|https://www.linkedin.com/jobs/view/4449900439
abb e-mobility|software development engineer in test (sdet)|san giovanni valdarno, tuscany, italy|https://www.linkedin.com/jobs/view/4463832283
aerovect|senior staff software engineer, perception|italy|https://www.linkedin.com/jobs/view/4401367939
tas|senior ai software engineer|bologna, emilia-romagna, italy|https://www.linkedin.com/jobs/view/4310735002
blue reply it|junior agentic software engineer|turin, piedmont, italy|https://www.linkedin.com/jobs/view/4462218250
amaris consulting|ai software engineer|italy|https://www.linkedin.com/jobs/view/4446225485
hays|software engineer & data analyst|turin, piedmont, italy|https://www.linkedin.com/jobs/view/4463445151
openjobmetis spa|junior software engineer – ai-assisted development|biella, piedmont, italy|https://www.linkedin.com/jobs/view/4457622982
haier europe|software engineer intern|brugherio, lombardy, italy|https://www.linkedin.com/jobs/view/4435990763
spotwise.ai|software engineer — agentic systems & ai products|riga, riga, worldwide|https://www.linkedin.com/jobs/view/4449279907
redwire europe|embedded software developer (uas)|riga, riga, worldwide|https://www.linkedin.com/jobs/view/4458961199
amazon|software dev engineer (ml)|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4459868932
amazon|software development engineer ii, fulfillment optimization, scot fulfillment optimization|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4464660253
spacebackend|software development engineer in test - frontend|esch-sur-alzette, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4461710798
university of luxembourg|research and development specialist in ai and software engineering for biomedical imaging|luxembourg|https://www.linkedin.com/jobs/view/4446780436
marketleap|software engineer, marketplace expansion|luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4465635865
alphaomega asset management solution|senior software engineer - python (f/m)|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4213699074
alphaomega asset management solution|software engineer - python (f/m)|luxembourg, luxembourg, luxembourg|https://www.linkedin.com/jobs/view/4296070842
jobster|embedded software engineer - synsel techniek|delft, south holland, netherlands|https://www.linkedin.com/jobs/view/4464129758
jobster|embedded software engineer - synsel techniek|almere, flevoland, netherlands|https://www.linkedin.com/jobs/view/4463251513
amazon|software development intern, intech|deventer, overijssel, netherlands|https://www.linkedin.com/jobs/view/4455904920
amaris consulting|experienced embedded software consultant (c++:17)|veghel, north brabant, netherlands|https://www.linkedin.com/jobs/view/4449482363
s[&]t|software engineer – ai & software modernisation|eindhoven, north brabant, netherlands|https://www.linkedin.com/jobs/view/4463821970
amazon|software development engineer internship - vaga para mulheres, ies- latech|deventer, overijssel, netherlands|https://www.linkedin.com/jobs/view/4455914357
jobster|embedded software engineer - synsel techniek|amersfoort, utrecht, netherlands|https://www.linkedin.com/jobs/view/4463260485
jobster|embedded software engineer - synsel techniek|noordwijk-binnen, south holland, netherlands|https://www.linkedin.com/jobs/view/4463257484
topic embedded systems|senior software engineer|best, north brabant, netherlands|https://www.linkedin.com/jobs/view/4451182785
moneybird|(afstudeer)stage software developer|enschede, overijssel, netherlands|https://www.linkedin.com/jobs/view/4300699770
jobster|embedded software engineer - synsel techniek|best, north brabant, netherlands|https://www.linkedin.com/jobs/view/4463268427
adyen|staff software engineer - merchant fraud prevention|amsterdam, north holland, netherlands|https://www.linkedin.com/jobs/view/4446003399
enocean|software engineer - ai workflows (m/f/d)|utrecht, utrecht, netherlands|https://www.linkedin.com/jobs/view/4445878653
elastic|principal software engineer - performance tuning - elasticsearch|norway|https://www.linkedin.com/jobs/view/4455787212
european tech recruit|senior software engineer - python / production / product|oslo, norway|https://www.linkedin.com/jobs/view/4460348527
shearwater geoservices|graduate software developer|oslo, oslo, norway|https://www.linkedin.com/jobs/view/4462937691
trener robotics|robotics software engineer vision-language-action models|trondheim, trøndelag, norway|https://www.linkedin.com/jobs/view/4435382222
stingray marine solutions as|software summer internship 2027|oslo, oslo, norway|https://www.linkedin.com/jobs/view/4460617910
european tech recruit|developer software tooling engineer - python / cicd / infrastructure|oslo, norway|https://www.linkedin.com/jobs/view/4460322288
cisco|audio software developer|norway|https://www.linkedin.com/jobs/view/4434979342
google|software engineer, performance, reliability, observability, phd, early career|warsaw, mazowieckie, poland|https://www.linkedin.com/jobs/view/4321301694
aerovect|senior software engineer, simulation|poland|https://www.linkedin.com/jobs/view/4449905374
aerovect|senior staff software engineer, perception|poland|https://www.linkedin.com/jobs/view/4401366957
asana|staff software engineer, ai|warsaw, mazowieckie, poland|https://www.linkedin.com/jobs/view/4419676553
localstack|software engineer – aws|poland|https://www.linkedin.com/jobs/view/4465687829
elastic|principal software engineer - performance tuning - elasticsearch|poland|https://www.linkedin.com/jobs/view/4455780288
localstack|software engineer – aws|portugal|https://www.linkedin.com/jobs/view/4465673893
elastic|principal software engineer - performance tuning - elasticsearch|portugal|https://www.linkedin.com/jobs/view/4455792041
elastic|senior software engineer - search algorithms - elasticsearch|portugal|https://www.linkedin.com/jobs/view/4459865138
spectrum it recruitment portugal|senior software engineer|portugal|https://www.linkedin.com/jobs/view/4456239066
sea.ai|software engineer (m/f/d)|lisbon, lisbon, portugal|https://www.linkedin.com/jobs/view/4446627099
amazon|sr. software development engineer, unified content processing platform|iaşi, iaşi, romania|https://www.linkedin.com/jobs/view/4465825469
amazon|sr. software development engineer, unified content processing platform|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4465829504
amazon|software development engineer – 2026|iaşi, iaşi, romania|https://www.linkedin.com/jobs/view/4455912064
amazon|software development engineer, compliance & safety services|iaşi, iaşi, romania|https://www.linkedin.com/jobs/view/4455971964
amazon|sr software development engineer, buyer safety experience|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4455793956
amazon|software development engineer, amazon stores|iaşi, iaşi, romania|https://www.linkedin.com/jobs/view/4455906396
adswizz|staff software engineer|bucharest, romania|https://www.linkedin.com/jobs/view/4398461936
arista networks|senior software engineer - c++ - platform - romania|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4438992091
adswizz|senior staff software automation engineer|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4398451974
electronic arts (ea)|software development engineer in test|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4430609829
adobe|ml services software development engineer|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4385280060
adswizz|senior staff software engineer|bucharest, bucharest, romania|https://www.linkedin.com/jobs/view/4450123852
amazon|software dev engineer embedded development|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4466426193
amazon|software development engineer – 2026|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4455799871
amazon|software development engineer – 2026|barcelona, catalonia, spain|https://www.linkedin.com/jobs/view/4455910785
amazon|software development engineer ii, eu intech - prime and marketing tech|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4464399728
amazon|software development engineer - discovery tech, discotec (discovery technology & science)|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4455778969
amazon|software development engineer - discovery tech, discotec (discovery technology & science)|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4466089113
ring|software development engineer (java&aws), ring|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4455915834
ring|software development engineer (java&aws), ring|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4455793954
amazon|2026 software dev engineer intern - spain|madrid, community of madrid, spain|https://www.linkedin.com/jobs/view/4466346438
amazon|software development engineer – 2026|stockholm, stockholm county, sweden|https://www.linkedin.com/jobs/view/4455782803
arm|machine learning software engineer|lund, skåne county, sweden|https://www.linkedin.com/jobs/view/4463861275
arm|machine learning software engineer|lund, skåne county, sweden|https://www.linkedin.com/jobs/view/4463866257
arm|ai software engineer — executorch|lund, skåne county, sweden|https://www.linkedin.com/jobs/view/4464530006
techster solutions ab|software development engineer in test (sdet) - wirelesscar|gothenburg, västra götaland county, sweden|https://www.linkedin.com/jobs/view/4466005653
arm|senior software engineer - system test (gpu)|lund, skåne county, sweden|https://www.linkedin.com/jobs/view/4454788138
aerovect|senior staff software engineer, perception|stockholm, stockholm county, sweden|https://www.linkedin.com/jobs/view/4401371776
avl in sweden|automotive software engineer - asw (göteborg)|gothenburg, västra götaland county, sweden|https://www.linkedin.com/jobs/view/4456866339
imagimob|software engineer – automotive ai inference stack|stockholm, stockholm county, sweden|https://www.linkedin.com/jobs/view/4462292486
alstom|junior software developer|hässleholm, skåne county, sweden|https://www.linkedin.com/jobs/view/4462516389
aurora engineering ab|software engineer, devops – central execution environment|gothenburg, västra götaland county, sweden|https://www.linkedin.com/jobs/view/4456026437
helsing|staff software engineer|stockholm, stockholm county, sweden|https://www.linkedin.com/jobs/view/4435909275
zenseact|software developer – ad/adas simulation|gothenburg, västra götaland county, sweden|https://www.linkedin.com/jobs/view/4438193539
apple|staff machine learning engineer, siri runtime systems and interaction|zurich, zurich, switzerland|https://www.linkedin.com/jobs/view/4460955176
cloudbeds|staff software engineer|basel, basel, switzerland|https://www.linkedin.com/jobs/view/4458759402
sonar|senior software engineer (java) - remediation agent|geneva, geneva, switzerland|https://www.linkedin.com/jobs/view/4429934090
cloudbeds|staff software engineer|zurich, zurich, switzerland|https://www.linkedin.com/jobs/view/4458749480
harmattan ai|embedded software engineer - som|zurich, zurich, switzerland|https://www.linkedin.com/jobs/view/4466434849
google|software engineer iii, ai/ml, dsp/htp optimisation|zurich, zurich, switzerland|https://www.linkedin.com/jobs/view/4425092838
yellowshark® ag|embedded software engineer – c/c++|lachen, schwyz, switzerland|https://www.linkedin.com/jobs/view/4451218442
google deepmind|software engineer, automated correctness and testing, deepmind|zurich, zurich, switzerland|https://www.linkedin.com/jobs/view/4463563604
epam systems|lead java software engineer (aws, ai)|ukraine|https://www.linkedin.com/jobs/view/4461906766
epam systems|senior ai machine learning engineer (agentic systems & llm evaluation)|ukraine|https://www.linkedin.com/jobs/view/4461911698
epam systems|lead java software engineer (aws, ai)|lviv, lviv, ukraine|https://www.linkedin.com/jobs/view/4461918435
epam systems|senior python software engineer for the big data/ai retraining program|ukraine|https://www.linkedin.com/jobs/view/4461904744
squad|c++ software engineer (linux / r&d product)|kyiv, kyiv city, ukraine|https://www.linkedin.com/jobs/view/4465319869
squad|software engineer (c++)|kyiv, kyiv city, ukraine|https://www.linkedin.com/jobs/view/4460361420
amazon|software dev engineer (ed), amazon devices - ring & blink|cambridge, england, united kingdom|https://www.linkedin.com/jobs/view/4458259409
amazon|software development engineer – 2026|cambridge, england, united kingdom|https://www.linkedin.com/jobs/view/4455797249
amazon|software development engineer, ring|cambridge, england, united kingdom|https://www.linkedin.com/jobs/view/4455939002
amazon|software dev. engineer in test, conversational shopping|london, england, united kingdom|https://www.linkedin.com/jobs/view/4464916446
amazon|software development engineer – 2026|edinburgh, scotland, united kingdom|https://www.linkedin.com/jobs/view/4455901136
amazon|software dev. engineer in test, conversational shopping|london, england, united kingdom|https://www.linkedin.com/jobs/view/4455796794
amazon|software development engineer – 2026|london, england, united kingdom|https://www.linkedin.com/jobs/view/4455797247
amazon|senior software development engineer,nextgen security, zerofriction|london, england, united kingdom|https://www.linkedin.com/jobs/view/4455901231
amazon|software dev engineer, amazon security automation|london, england, united kingdom|https://www.linkedin.com/jobs/view/4455787851
amazon|software dev engineer, amazon security automation|london, england, united kingdom|https://www.linkedin.com/jobs/view/4459002445
amazon web services (aws)|senior software development engineer, data center builder tools|london, england, united kingdom|https://www.linkedin.com/jobs/view/4455789760
amazon|software development engineer, ring cloud computer vision|cambridge, england, united kingdom|https://www.linkedin.com/jobs/view/4463616176
arm|staff software engineer — runtimes performance|manchester, england, united kingdom|https://www.linkedin.com/jobs/view/4440215329
arm|staff software performance engineer - team lead|cambridge, england, united kingdom|https://www.linkedin.com/jobs/view/4363960700
deutsche telekom|ai swe / code quality validation engineer - t cloud public (ref5736m)|budapest, budapest, hungary|https://www.linkedin.com/jobs/view/4449660623
university of luxembourg|postdoctoral researcher in software engineering for cyber-physical systems|luxembourg|https://www.linkedin.com/jobs/view/4413570832
